ID,Date,Value_forecast,Variable_forecast,ForecastDate
47,8/25/2017,71,MaxTemp,8/24/2017
47,8/26/2017,74,MaxTemp,8/24/2017
47,8/27/2017,73,MaxTemp,8/24/2017
47,8/28/2017,73,MaxTemp,8/24/2017
47,8/29/2017,74,MaxTemp,8/24/2017
47,8/30/2017,76,MaxTemp,8/24/2017
48,8/24/2017,56,MinTemp,8/24/2017
48,8/24/2017,54,MinTemp,8/24/2017
48,8/25/2017,58,MinTemp,8/24/2017
48,8/26/2017,61,MinTemp,8/24/2017
48,8/27/2017,61,MinTemp,8/24/2017
48,8/28/2017,61,MinTemp,8/24/2017
48,8/29/2017,61,MinTemp,8/24/2017
48,8/24/2017,67,MaxTemp,8/24/2017
48,8/25/2017,69,MaxTemp,8/24/2017
48,8/26/2017,71,MaxTemp,8/24/2017
48,8/27/2017,72,MaxTemp,8/24/2017
48,8/28/2017,73,MaxTemp,8/24/2017
48,8/29/2017,74,MaxTemp,8/24/2017
48,8/30/2017,75,MaxTemp,8/24/2017
49,8/24/2017,75,MinTemp,8/24/2017
49,8/24/2017,75,MinTemp,8/24/2017
49,8/25/2017,73,MinTemp,8/24/2017
49,8/26/2017,74,MinTemp,8/24/2017
49,8/27/2017,73,MinTemp,8/24/2017
49,8/28/2017,72,MinTemp,8/24/2017
49,8/29/2017,73,MinTemp,8/24/2017
49,8/24/2017,90,MaxTemp,8/24/2017
49,8/25/2017,88,MaxTemp,8/24/2017
49,8/26/2017,85,MaxTemp,8/24/2017
49,8/27/2017,83,MaxTemp,8/24/2017
49,8/28/2017,82,MaxTemp,8/24/2017
49,8/29/2017,83,MaxTemp,8/24/2017
49,8/30/2017,85,MaxTemp,8/24/2017
50,8/24/2017,56,MinTemp,8/24/2017
50,8/24/2017,57,MinTemp,8/24/2017
50,8/25/2017,57,MinTemp,8/24/2017
50,8/26/2017,59,MinTemp,8/24/2017
50,8/27/2017,61,MinTemp,8/24/2017
50,8/28/2017,61,MinTemp,8/24/2017
50,8/29/2017,61,MinTemp,8/24/2017
50,8/24/2017,78,MaxTemp,8/24/2017
50,8/25/2017,79,MaxTemp,8/24/2017
50,8/26/2017,80,MaxTemp,8/24/2017
50,8/27/2017,81,MaxTemp,8/24/2017
50,8/28/2017,79,MaxTemp,8/24/2017
50,8/29/2017,80,MaxTemp,8/24/2017
50,8/30/2017,80,MaxTemp,8/24/2017
51,8/24/2017,64,MinTemp,8/24/2017
51,8/24/2017,65,MinTemp,8/24/2017
51,8/25/2017,66,MinTemp,8/24/2017
51,8/26/2017,68,MinTemp,8/24/2017
51,8/27/2017,68,MinTemp,8/24/2017
51,8/28/2017,68,MinTemp,8/24/2017
51,8/29/2017,68,MinTemp,8/24/2017
51,8/24/2017,84,MaxTemp,8/24/2017
51,8/25/2017,85,MaxTemp,8/24/2017
51,8/26/2017,86,MaxTemp,8/24/2017
51,8/27/2017,86,MaxTemp,8/24/2017
51,8/28/2017,84,MaxTemp,8/24/2017
51,8/29/2017,81,MaxTemp,8/24/2017
51,8/30/2017,83,MaxTemp,8/24/2017
52,8/24/2017,79,MinTemp,8/24/2017
52,8/24/2017,80,MinTemp,8/24/2017
52,8/25/2017,79,MinTemp,8/24/2017
52,8/26/2017,77,MinTemp,8/24/2017
52,8/27/2017,75,MinTemp,8/24/2017
52,8/28/2017,75,MinTemp,8/24/2017
52,8/29/2017,77,MinTemp,8/24/2017
52,8/24/2017,89,MaxTemp,8/24/2017
52,8/25/2017,89,MaxTemp,8/24/2017
52,8/26/2017,86,MaxTemp,8/24/2017
52,8/27/2017,85,MaxTemp,8/24/2017
52,8/28/2017,84,MaxTemp,8/24/2017
52,8/29/2017,86,MaxTemp,8/24/2017
52,8/30/2017,88,MaxTemp,8/24/2017
53,8/24/2017,73,MinTemp,8/24/2017
53,8/24/2017,69,MinTemp,8/24/2017
53,8/25/2017,71,MinTemp,8/24/2017
53,8/26/2017,70,MinTemp,8/24/2017
53,8/27/2017,70,MinTemp,8/24/2017
53,8/28/2017,69,MinTemp,8/24/2017
53,8/29/2017,71,MinTemp,8/24/2017
53,8/24/2017,89,MaxTemp,8/24/2017
53,8/25/2017,87,MaxTemp,8/24/2017
53,8/26/2017,84,MaxTemp,8/24/2017
53,8/27/2017,84,MaxTemp,8/24/2017
53,8/28/2017,82,MaxTemp,8/24/2017
53,8/29/2017,83,MaxTemp,8/24/2017
53,8/30/2017,86,MaxTemp,8/24/2017
54,8/24/2017,58,MinTemp,8/24/2017
54,8/24/2017,62,MinTemp,8/24/2017
54,8/25/2017,62,MinTemp,8/24/2017
54,8/26/2017,62,MinTemp,8/24/2017
54,8/27/2017,64,MinTemp,8/24/2017
54,8/28/2017,64,MinTemp,8/24/2017
54,8/29/2017,64,MinTemp,8/24/2017
54,8/24/2017,82,MaxTemp,8/24/2017
54,8/25/2017,82,MaxTemp,8/24/2017
54,8/26/2017,83,MaxTemp,8/24/2017
54,8/27/2017,84,MaxTemp,8/24/2017
54,8/28/2017,83,MaxTemp,8/24/2017
54,8/29/2017,82,MaxTemp,8/24/2017
54,8/30/2017,82,MaxTemp,8/24/2017
55,8/24/2017,54,MinTemp,8/24/2017
55,8/24/2017,54,MinTemp,8/24/2017
55,8/25/2017,57,MinTemp,8/24/2017
55,8/26/2017,60,MinTemp,8/24/2017
55,8/27/2017,59,MinTemp,8/24/2017
55,8/28/2017,59,MinTemp,8/24/2017
55,8/29/2017,59,MinTemp,8/24/2017
55,8/24/2017,73,MaxTemp,8/24/2017
55,8/25/2017,73,MaxTemp,8/24/2017
55,8/26/2017,76,MaxTemp,8/24/2017
55,8/27/2017,75,MaxTemp,8/24/2017
55,8/28/2017,75,MaxTemp,8/24/2017
55,8/29/2017,76,MaxTemp,8/24/2017
55,8/30/2017,77,MaxTemp,8/24/2017
56,8/24/2017,49,MinTemp,8/24/2017
56,8/24/2017,49,MinTemp,8/24/2017
56,8/25/2017,54,MinTemp,8/24/2017
56,8/26/2017,57,MinTemp,8/24/2017
56,8/27/2017,56,MinTemp,8/24/2017
56,8/28/2017,55,MinTemp,8/24/2017
56,8/29/2017,56,MinTemp,8/24/2017
56,8/24/2017,65,MaxTemp,8/24/2017
56,8/25/2017,65,MaxTemp,8/24/2017
56,8/26/2017,64,MaxTemp,8/24/2017
56,8/27/2017,65,MaxTemp,8/24/2017
56,8/28/2017,71,MaxTemp,8/24/2017
56,8/29/2017,73,MaxTemp,8/24/2017
56,8/30/2017,73,MaxTemp,8/24/2017
57,8/24/2017,65,MinTemp,8/24/2017
57,8/24/2017,64,MinTemp,8/24/2017
57,8/25/2017,66,MinTemp,8/24/2017
57,8/26/2017,67,MinTemp,8/24/2017
57,8/27/2017,67,MinTemp,8/24/2017
57,8/28/2017,66,MinTemp,8/24/2017
57,8/29/2017,66,MinTemp,8/24/2017
57,8/24/2017,83,MaxTemp,8/24/2017
57,8/25/2017,83,MaxTemp,8/24/2017
57,8/26/2017,83,MaxTemp,8/24/2017
57,8/27/2017,82,MaxTemp,8/24/2017
57,8/28/2017,83,MaxTemp,8/24/2017
57,8/29/2017,82,MaxTemp,8/24/2017
57,8/30/2017,81,MaxTemp,8/24/2017
58,8/24/2017,56,MinTemp,8/24/2017
58,8/24/2017,58,MinTemp,8/24/2017
58,8/25/2017,60,MinTemp,8/24/2017
58,8/26/2017,62,MinTemp,8/24/2017
58,8/27/2017,59,MinTemp,8/24/2017
58,8/28/2017,59,MinTemp,8/24/2017
58,8/29/2017,60,MinTemp,8/24/2017
58,8/24/2017,73,MaxTemp,8/24/2017
58,8/25/2017,69,MaxTemp,8/24/2017
58,8/26/2017,71,MaxTemp,8/24/2017
58,8/27/2017,73,MaxTemp,8/24/2017
58,8/28/2017,76,MaxTemp,8/24/2017
58,8/29/2017,78,MaxTemp,8/24/2017
58,8/30/2017,78,MaxTemp,8/24/2017
59,8/24/2017,60,MinTemp,8/24/2017
59,8/24/2017,60,MinTemp,8/24/2017
59,8/25/2017,60,MinTemp,8/24/2017
59,8/26/2017,62,MinTemp,8/24/2017
59,8/27/2017,63,MinTemp,8/24/2017
59,8/28/2017,60,MinTemp,8/24/2017
59,8/29/2017,60,MinTemp,8/24/2017
59,8/24/2017,81,MaxTemp,8/24/2017
59,8/25/2017,81,MaxTemp,8/24/2017
59,8/26/2017,82,MaxTemp,8/24/2017
59,8/27/2017,83,MaxTemp,8/24/2017
59,8/28/2017,81,MaxTemp,8/24/2017
59,8/29/2017,80,MaxTemp,8/24/2017
59,8/30/2017,80,MaxTemp,8/24/2017
60,8/24/2017,63,MinTemp,8/24/2017
60,8/24/2017,62,MinTemp,8/24/2017
60,8/25/2017,63,MinTemp,8/24/2017
60,8/26/2017,62,MinTemp,8/24/2017
60,8/27/2017,60,MinTemp,8/24/2017
60,8/28/2017,60,MinTemp,8/24/2017
60,8/29/2017,61,MinTemp,8/24/2017
60,8/24/2017,80,MaxTemp,8/24/2017
60,8/25/2017,81,MaxTemp,8/24/2017
60,8/26/2017,81,MaxTemp,8/24/2017
60,8/27/2017,80,MaxTemp,8/24/2017
60,8/28/2017,79,MaxTemp,8/24/2017
60,8/29/2017,81,MaxTemp,8/24/2017
60,8/30/2017,82,MaxTemp,8/24/2017
61,8/24/2017,73,MinTemp,8/24/2017
61,8/24/2017,71,MinTemp,8/24/2017
61,8/25/2017,73,MinTemp,8/24/2017
61,8/26/2017,72,MinTemp,8/24/2017
61,8/27/2017,70,MinTemp,8/24/2017
61,8/28/2017,68,MinTemp,8/24/2017
61,8/29/2017,68,MinTemp,8/24/2017
61,8/24/2017,90,MaxTemp,8/24/2017
61,8/25/2017,90,MaxTemp,8/24/2017
61,8/26/2017,84,MaxTemp,8/24/2017
61,8/27/2017,83,MaxTemp,8/24/2017
61,8/28/2017,85,MaxTemp,8/24/2017
61,8/29/2017,84,MaxTemp,8/24/2017
61,8/30/2017,85,MaxTemp,8/24/2017
62,8/24/2017,64,MinTemp,8/24/2017
62,8/24/2017,64,MinTemp,8/24/2017
62,8/25/2017,65,MinTemp,8/24/2017
62,8/26/2017,67,MinTemp,8/24/2017
62,8/27/2017,64,MinTemp,8/24/2017
62,8/28/2017,63,MinTemp,8/24/2017
62,8/29/2017,63,MinTemp,8/24/2017
62,8/24/2017,81,MaxTemp,8/24/2017
62,8/25/2017,82,MaxTemp,8/24/2017
62,8/26/2017,83,MaxTemp,8/24/2017
62,8/27/2017,82,MaxTemp,8/24/2017
62,8/28/2017,81,MaxTemp,8/24/2017
62,8/29/2017,81,MaxTemp,8/24/2017
62,8/30/2017,82,MaxTemp,8/24/2017
63,8/24/2017,59,MinTemp,8/24/2017
63,8/24/2017,63,MinTemp,8/24/2017
63,8/25/2017,64,MinTemp,8/24/2017
63,8/26/2017,64,MinTemp,8/24/2017
63,8/27/2017,60,MinTemp,8/24/2017
63,8/28/2017,58,MinTemp,8/24/2017
63,8/29/2017,59,MinTemp,8/24/2017
63,8/24/2017,83,MaxTemp,8/24/2017
63,8/25/2017,84,MaxTemp,8/24/2017
63,8/26/2017,86,MaxTemp,8/24/2017
63,8/27/2017,83,MaxTemp,8/24/2017
63,8/28/2017,81,MaxTemp,8/24/2017
63,8/29/2017,81,MaxTemp,8/24/2017
63,8/30/2017,82,MaxTemp,8/24/2017
64,8/24/2017,61,MinTemp,8/24/2017
64,8/24/2017,61,MinTemp,8/24/2017
64,8/25/2017,63,MinTemp,8/24/2017
64,8/26/2017,60,MinTemp,8/24/2017
64,8/27/2017,57,MinTemp,8/24/2017
64,8/28/2017,56,MinTemp,8/24/2017
64,8/29/2017,58,MinTemp,8/24/2017
64,8/24/2017,78,MaxTemp,8/24/2017
64,8/25/2017,74,MaxTemp,8/24/2017
64,8/26/2017,77,MaxTemp,8/24/2017
64,8/27/2017,77,MaxTemp,8/24/2017
64,8/28/2017,77,MaxTemp,8/24/2017
64,8/29/2017,77,MaxTemp,8/24/2017
64,8/30/2017,78,MaxTemp,8/24/2017
65,8/24/2017,75,MinTemp,8/24/2017
65,8/24/2017,72,MinTemp,8/24/2017
65,8/25/2017,72,MinTemp,8/24/2017
65,8/26/2017,72,MinTemp,8/24/2017
65,8/27/2017,71,MinTemp,8/24/2017
65,8/28/2017,71,MinTemp,8/24/2017
65,8/29/2017,70,MinTemp,8/24/2017
65,8/24/2017,86,MaxTemp,8/24/2017
65,8/25/2017,90,MaxTemp,8/24/2017
65,8/26/2017,89,MaxTemp,8/24/2017
65,8/27/2017,88,MaxTemp,8/24/2017
65,8/28/2017,90,MaxTemp,8/24/2017
65,8/29/2017,89,MaxTemp,8/24/2017
65,8/30/2017,89,MaxTemp,8/24/2017
66,8/24/2017,56,MinTemp,8/24/2017
66,8/24/2017,56,MinTemp,8/24/2017
66,8/25/2017,60,MinTemp,8/24/2017
66,8/26/2017,58,MinTemp,8/24/2017
66,8/27/2017,56,MinTemp,8/24/2017
66,8/28/2017,57,MinTemp,8/24/2017
66,8/29/2017,56,MinTemp,8/24/2017
66,8/24/2017,74,MaxTemp,8/24/2017
66,8/25/2017,74,MaxTemp,8/24/2017
66,8/26/2017,74,MaxTemp,8/24/2017
66,8/27/2017,77,MaxTemp,8/24/2017
66,8/28/2017,79,MaxTemp,8/24/2017
66,8/29/2017,79,MaxTemp,8/24/2017
66,8/30/2017,77,MaxTemp,8/24/2017
67,8/24/2017,60,MinTemp,8/24/2017
67,8/24/2017,65,MinTemp,8/24/2017
67,8/25/2017,65,MinTemp,8/24/2017
67,8/26/2017,67,MinTemp,8/24/2017
67,8/27/2017,66,MinTemp,8/24/2017
67,8/28/2017,63,MinTemp,8/24/2017
67,8/29/2017,63,MinTemp,8/24/2017
67,8/24/2017,86,MaxTemp,8/24/2017
67,8/25/2017,86,MaxTemp,8/24/2017
67,8/26/2017,86,MaxTemp,8/24/2017
67,8/27/2017,87,MaxTemp,8/24/2017
67,8/28/2017,85,MaxTemp,8/24/2017
67,8/29/2017,85,MaxTemp,8/24/2017
67,8/30/2017,85,MaxTemp,8/24/2017
68,8/24/2017,63,MinTemp,8/24/2017
68,8/24/2017,67,MinTemp,8/24/2017
68,8/25/2017,67,MinTemp,8/24/2017
68,8/26/2017,68,MinTemp,8/24/2017
68,8/27/2017,68,MinTemp,8/24/2017
68,8/28/2017,65,MinTemp,8/24/2017
68,8/29/2017,66,MinTemp,8/24/2017
68,8/24/2017,85,MaxTemp,8/24/2017
68,8/25/2017,81,MaxTemp,8/24/2017
68,8/26/2017,85,MaxTemp,8/24/2017
68,8/27/2017,86,MaxTemp,8/24/2017
68,8/28/2017,86,MaxTemp,8/24/2017
68,8/29/2017,86,MaxTemp,8/24/2017
68,8/30/2017,86,MaxTemp,8/24/2017
69,8/24/2017,76,MinTemp,8/24/2017
69,8/24/2017,76,MinTemp,8/24/2017
69,8/25/2017,75,MinTemp,8/24/2017
69,8/26/2017,74,MinTemp,8/24/2017
69,8/27/2017,73,MinTemp,8/24/2017
69,8/28/2017,71,MinTemp,8/24/2017
69,8/29/2017,71,MinTemp,8/24/2017
69,8/24/2017,95,MaxTemp,8/24/2017
69,8/25/2017,93,MaxTemp,8/24/2017
69,8/26/2017,88,MaxTemp,8/24/2017
69,8/27/2017,87,MaxTemp,8/24/2017
69,8/28/2017,90,MaxTemp,8/24/2017
69,8/29/2017,93,MaxTemp,8/24/2017
69,8/30/2017,95,MaxTemp,8/24/2017
70,8/24/2017,58,MinTemp,8/24/2017
70,8/24/2017,61,MinTemp,8/24/2017
70,8/25/2017,63,MinTemp,8/24/2017
70,8/26/2017,60,MinTemp,8/24/2017
70,8/27/2017,57,MinTemp,8/24/2017
70,8/28/2017,58,MinTemp,8/24/2017
70,8/29/2017,60,MinTemp,8/24/2017
70,8/24/2017,86,MaxTemp,8/24/2017
70,8/25/2017,87,MaxTemp,8/24/2017
70,8/26/2017,85,MaxTemp,8/24/2017
70,8/27/2017,84,MaxTemp,8/24/2017
70,8/28/2017,84,MaxTemp,8/24/2017
70,8/29/2017,87,MaxTemp,8/24/2017
70,8/30/2017,85,MaxTemp,8/24/2017
71,8/24/2017,59,MinTemp,8/24/2017
71,8/24/2017,61,MinTemp,8/24/2017
71,8/25/2017,62,MinTemp,8/24/2017
71,8/26/2017,59,MinTemp,8/24/2017
71,8/27/2017,57,MinTemp,8/24/2017
71,8/28/2017,56,MinTemp,8/24/2017
71,8/29/2017,57,MinTemp,8/24/2017
71,8/24/2017,86,MaxTemp,8/24/2017
71,8/25/2017,86,MaxTemp,8/24/2017
71,8/26/2017,86,MaxTemp,8/24/2017
71,8/27/2017,84,MaxTemp,8/24/2017
71,8/28/2017,83,MaxTemp,8/24/2017
71,8/29/2017,83,MaxTemp,8/24/2017
71,8/30/2017,84,MaxTemp,8/24/2017
72,8/24/2017,58,MinTemp,8/24/2017
72,8/24/2017,58,MinTemp,8/24/2017
72,8/25/2017,60,MinTemp,8/24/2017
72,8/26/2017,56,MinTemp,8/24/2017
72,8/27/2017,55,MinTemp,8/24/2017
72,8/28/2017,56,MinTemp,8/24/2017
72,8/29/2017,57,MinTemp,8/24/2017
72,8/24/2017,82,MaxTemp,8/24/2017
72,8/25/2017,78,MaxTemp,8/24/2017
72,8/26/2017,81,MaxTemp,8/24/2017
72,8/27/2017,79,MaxTemp,8/24/2017
72,8/28/2017,83,MaxTemp,8/24/2017
72,8/29/2017,82,MaxTemp,8/24/2017
72,8/30/2017,80,MaxTemp,8/24/2017
73,8/24/2017,62,MinTemp,8/24/2017
73,8/24/2017,64,MinTemp,8/24/2017
73,8/25/2017,64,MinTemp,8/24/2017
73,8/26/2017,62,MinTemp,8/24/2017
73,8/27/2017,61,MinTemp,8/24/2017
73,8/28/2017,60,MinTemp,8/24/2017
73,8/29/2017,60,MinTemp,8/24/2017
73,8/24/2017,86,MaxTemp,8/24/2017
73,8/25/2017,84,MaxTemp,8/24/2017
73,8/26/2017,88,MaxTemp,8/24/2017
73,8/27/2017,88,MaxTemp,8/24/2017
73,8/28/2017,86,MaxTemp,8/24/2017
73,8/29/2017,85,MaxTemp,8/24/2017
73,8/30/2017,86,MaxTemp,8/24/2017
74,8/24/2017,62,MinTemp,8/24/2017
74,8/24/2017,62,MinTemp,8/24/2017
74,8/25/2017,62,MinTemp,8/24/2017
74,8/26/2017,62,MinTemp,8/24/2017
74,8/27/2017,62,MinTemp,8/24/2017
74,8/28/2017,60,MinTemp,8/24/2017
74,8/29/2017,61,MinTemp,8/24/2017
74,8/24/2017,82,MaxTemp,8/24/2017
74,8/25/2017,80,MaxTemp,8/24/2017
74,8/26/2017,83,MaxTemp,8/24/2017
74,8/27/2017,84,MaxTemp,8/24/2017
74,8/28/2017,83,MaxTemp,8/24/2017
74,8/29/2017,83,MaxTemp,8/24/2017
74,8/30/2017,83,MaxTemp,8/24/2017
75,8/24/2017,69,MinTemp,8/24/2017
75,8/24/2017,69,MinTemp,8/24/2017
75,8/25/2017,68,MinTemp,8/24/2017
75,8/26/2017,68,MinTemp,8/24/2017
75,8/27/2017,68,MinTemp,8/24/2017
75,8/28/2017,67,MinTemp,8/24/2017
75,8/29/2017,68,MinTemp,8/24/2017
75,8/24/2017,87,MaxTemp,8/24/2017
75,8/25/2017,88,MaxTemp,8/24/2017
75,8/26/2017,87,MaxTemp,8/24/2017
75,8/27/2017,88,MaxTemp,8/24/2017
75,8/28/2017,88,MaxTemp,8/24/2017
75,8/29/2017,89,MaxTemp,8/24/2017
75,8/30/2017,90,MaxTemp,8/24/2017
76,8/24/2017,57,MinTemp,8/24/2017
76,8/24/2017,54,MinTemp,8/24/2017
76,8/25/2017,56,MinTemp,8/24/2017
76,8/26/2017,56,MinTemp,8/24/2017
76,8/27/2017,55,MinTemp,8/24/2017
76,8/28/2017,55,MinTemp,8/24/2017
76,8/29/2017,56,MinTemp,8/24/2017
76,8/24/2017,79,MaxTemp,8/24/2017
76,8/25/2017,83,MaxTemp,8/24/2017
76,8/26/2017,86,MaxTemp,8/24/2017
76,8/27/2017,83,MaxTemp,8/24/2017
76,8/28/2017,81,MaxTemp,8/24/2017
76,8/29/2017,81,MaxTemp,8/24/2017
76,8/30/2017,81,MaxTemp,8/24/2017
77,8/24/2017,53,MinTemp,8/24/2017
77,8/24/2017,52,MinTemp,8/24/2017
77,8/25/2017,52,MinTemp,8/24/2017
77,8/26/2017,51,MinTemp,8/24/2017
77,8/27/2017,50,MinTemp,8/24/2017
77,8/28/2017,50,MinTemp,8/24/2017
77,8/29/2017,50,MinTemp,8/24/2017
77,8/24/2017,81,MaxTemp,8/24/2017
77,8/25/2017,83,MaxTemp,8/24/2017
77,8/26/2017,83,MaxTemp,8/24/2017
77,8/27/2017,81,MaxTemp,8/24/2017
77,8/28/2017,80,MaxTemp,8/24/2017
77,8/29/2017,79,MaxTemp,8/24/2017
77,8/30/2017,80,MaxTemp,8/24/2017
78,8/24/2017,60,MinTemp,8/24/2017
78,8/24/2017,57,MinTemp,8/24/2017
78,8/25/2017,59,MinTemp,8/24/2017
78,8/26/2017,59,MinTemp,8/24/2017
78,8/27/2017,58,MinTemp,8/24/2017
78,8/28/2017,58,MinTemp,8/24/2017
78,8/29/2017,58,MinTemp,8/24/2017
78,8/24/2017,83,MaxTemp,8/24/2017
78,8/25/2017,88,MaxTemp,8/24/2017
78,8/26/2017,88,MaxTemp,8/24/2017
78,8/27/2017,87,MaxTemp,8/24/2017
78,8/28/2017,85,MaxTemp,8/24/2017
78,8/29/2017,85,MaxTemp,8/24/2017
78,8/30/2017,85,MaxTemp,8/24/2017
79,8/24/2017,57,MinTemp,8/24/2017
79,8/24/2017,55,MinTemp,8/24/2017
79,8/25/2017,57,MinTemp,8/24/2017
79,8/26/2017,56,MinTemp,8/24/2017
79,8/27/2017,56,MinTemp,8/24/2017
79,8/28/2017,55,MinTemp,8/24/2017
79,8/29/2017,55,MinTemp,8/24/2017
79,8/24/2017,75,MaxTemp,8/24/2017
79,8/25/2017,79,MaxTemp,8/24/2017
79,8/26/2017,80,MaxTemp,8/24/2017
79,8/27/2017,80,MaxTemp,8/24/2017
79,8/28/2017,78,MaxTemp,8/24/2017
79,8/29/2017,78,MaxTemp,8/24/2017
79,8/30/2017,78,MaxTemp,8/24/2017
80,8/24/2017,69,MinTemp,8/24/2017
80,8/24/2017,70,MinTemp,8/24/2017
80,8/25/2017,71,MinTemp,8/24/2017
80,8/26/2017,71,MinTemp,8/24/2017
80,8/27/2017,71,MinTemp,8/24/2017
80,8/28/2017,71,MinTemp,8/24/2017
80,8/29/2017,70,MinTemp,8/24/2017
80,8/24/2017,86,MaxTemp,8/24/2017
80,8/25/2017,90,MaxTemp,8/24/2017
80,8/26/2017,90,MaxTemp,8/24/2017
80,8/27/2017,90,MaxTemp,8/24/2017
80,8/28/2017,90,MaxTemp,8/24/2017
80,8/29/2017,90,MaxTemp,8/24/2017
80,8/30/2017,90,MaxTemp,8/24/2017
81,8/24/2017,64,MinTemp,8/24/2017
81,8/24/2017,62,MinTemp,8/24/2017
81,8/25/2017,63,MinTemp,8/24/2017
81,8/26/2017,63,MinTemp,8/24/2017
81,8/27/2017,63,MinTemp,8/24/2017
81,8/28/2017,64,MinTemp,8/24/2017
81,8/29/2017,64,MinTemp,8/24/2017
81,8/24/2017,89,MaxTemp,8/24/2017
81,8/25/2017,92,MaxTemp,8/24/2017
81,8/26/2017,93,MaxTemp,8/24/2017
81,8/27/2017,93,MaxTemp,8/24/2017
81,8/28/2017,93,MaxTemp,8/24/2017
81,8/29/2017,93,MaxTemp,8/24/2017
81,8/30/2017,92,MaxTemp,8/24/2017
82,8/24/2017,54,MinTemp,8/24/2017
82,8/24/2017,52,MinTemp,8/24/2017
82,8/25/2017,52,MinTemp,8/24/2017
82,8/26/2017,52,MinTemp,8/24/2017
82,8/27/2017,53,MinTemp,8/24/2017
82,8/28/2017,53,MinTemp,8/24/2017
82,8/29/2017,53,MinTemp,8/24/2017
82,8/24/2017,84,MaxTemp,8/24/2017
82,8/25/2017,84,MaxTemp,8/24/2017
82,8/26/2017,86,MaxTemp,8/24/2017
82,8/27/2017,88,MaxTemp,8/24/2017
82,8/28/2017,90,MaxTemp,8/24/2017
82,8/29/2017,90,MaxTemp,8/24/2017
82,8/30/2017,88,MaxTemp,8/24/2017
83,8/24/2017,60,MinTemp,8/24/2017
83,8/24/2017,53,MinTemp,8/24/2017
83,8/25/2017,50,MinTemp,8/24/2017
83,8/26/2017,49,MinTemp,8/24/2017
83,8/27/2017,51,MinTemp,8/24/2017
83,8/28/2017,52,MinTemp,8/24/2017
83,8/29/2017,52,MinTemp,8/24/2017
83,8/24/2017,90,MaxTemp,8/24/2017
83,8/25/2017,81,MaxTemp,8/24/2017
83,8/26/2017,85,MaxTemp,8/24/2017
83,8/27/2017,89,MaxTemp,8/24/2017
83,8/28/2017,89,MaxTemp,8/24/2017
83,8/29/2017,87,MaxTemp,8/24/2017
83,8/30/2017,86,MaxTemp,8/24/2017
84,8/24/2017,64,MinTemp,8/24/2017
84,8/24/2017,64,MinTemp,8/24/2017
84,8/25/2017,65,MinTemp,8/24/2017
84,8/26/2017,66,MinTemp,8/24/2017
84,8/27/2017,66,MinTemp,8/24/2017
84,8/28/2017,65,MinTemp,8/24/2017
84,8/29/2017,64,MinTemp,8/24/2017
84,8/24/2017,92,MaxTemp,8/24/2017
84,8/25/2017,94,MaxTemp,8/24/2017
84,8/26/2017,94,MaxTemp,8/24/2017
84,8/27/2017,94,MaxTemp,8/24/2017
84,8/28/2017,94,MaxTemp,8/24/2017
84,8/29/2017,93,MaxTemp,8/24/2017
84,8/30/2017,92,MaxTemp,8/24/2017
85,8/24/2017,62,MinTemp,8/24/2017
85,8/24/2017,60,MinTemp,8/24/2017
85,8/25/2017,62,MinTemp,8/24/2017
85,8/26/2017,62,MinTemp,8/24/2017
85,8/27/2017,63,MinTemp,8/24/2017
85,8/28/2017,63,MinTemp,8/24/2017
85,8/29/2017,63,MinTemp,8/24/2017
85,8/24/2017,92,MaxTemp,8/24/2017
85,8/25/2017,94,MaxTemp,8/24/2017
85,8/26/2017,95,MaxTemp,8/24/2017
85,8/27/2017,95,MaxTemp,8/24/2017
85,8/28/2017,95,MaxTemp,8/24/2017
85,8/29/2017,94,MaxTemp,8/24/2017
85,8/30/2017,93,MaxTemp,8/24/2017
86,8/24/2017,50,MinTemp,8/24/2017
86,8/24/2017,48,MinTemp,8/24/2017
86,8/25/2017,51,MinTemp,8/24/2017
86,8/26/2017,53,MinTemp,8/24/2017
86,8/27/2017,52,MinTemp,8/24/2017
86,8/28/2017,52,MinTemp,8/24/2017
86,8/29/2017,52,MinTemp,8/24/2017
86,8/24/2017,75,MaxTemp,8/24/2017
86,8/25/2017,77,MaxTemp,8/24/2017
86,8/26/2017,79,MaxTemp,8/24/2017
86,8/27/2017,82,MaxTemp,8/24/2017
86,8/28/2017,81,MaxTemp,8/24/2017
86,8/29/2017,78,MaxTemp,8/24/2017
86,8/30/2017,78,MaxTemp,8/24/2017
87,8/24/2017,69,MinTemp,8/24/2017
87,8/24/2017,68,MinTemp,8/24/2017
87,8/25/2017,69,MinTemp,8/24/2017
87,8/26/2017,68,MinTemp,8/24/2017
87,8/27/2017,68,MinTemp,8/24/2017
87,8/28/2017,68,MinTemp,8/24/2017
87,8/29/2017,69,MinTemp,8/24/2017
87,8/24/2017,88,MaxTemp,8/24/2017
87,8/25/2017,91,MaxTemp,8/24/2017
87,8/26/2017,92,MaxTemp,8/24/2017
87,8/27/2017,92,MaxTemp,8/24/2017
87,8/28/2017,92,MaxTemp,8/24/2017
87,8/29/2017,92,MaxTemp,8/24/2017
87,8/30/2017,91,MaxTemp,8/24/2017
88,8/24/2017,54,MinTemp,8/24/2017
88,8/24/2017,54,MinTemp,8/24/2017
88,8/25/2017,54,MinTemp,8/24/2017
88,8/26/2017,53,MinTemp,8/24/2017
